Quantidade,DiaDaSemana,Turno,TipoFrete,TipoTransporte,OrdemViagem,PercAtraso,Atraso
6,3,3,0,3,1,1,1
6,3,3,0,3,3,.3,0
6,3,3,0,3,4,0,0
6,4,3,0,3,4,.2,0
4,4,3,0,3,4,0,0
5,4,3,0,3,6,0,0
6,5,3,0,3,4,.3,1
6,4,3,0,3,6,.1,0
6,4,3,0,3,7,.1,0
6,3,3,0,3,3,.1,0
6,4,3,0,3,1,0,0
6,4,3,0,3,2,0,0
4,4,3,0,3,4,0,0
6,4,3,0,3,1,.2,0
6,4,3,0,3,7,.3,0
6,4,3,0,3,1,0,0
6,4,3,0,3,4,.3,0
6,6,3,0,3,6,0,0
6,6,3,0,3,3,0,0
6,4,3,0,3,6,.2,0
6,4,3,0,3,6,.3,0
6,4,3,0,3,6,.3,0
6,4,3,0,3,6,0,0
6,5,3,0,3,4,.2,0
6,5,3,0,3,6,0,0
6,5,3,0,3,2,.2,0
6,5,3,0,3,3,.3,1
5,5,3,0,3,9,.4,0
6,5,3,0,3,2,0,0
6,5,3,0,3,4,0,0
6,5,3,0,3,1,0,0
6,5,3,0,3,4,0,0
5,5,3,0,3,6,0,0
6,6,3,0,3,5,0,0
6,5,3,0,3,1,0,0
6,5,3,0,3,1,0,0
5,5,3,0,3,5,.2,0
6,5,3,0,3,1,0,0
5,5,3,0,3,5,.4,0
4,5,3,0,3,5,0,0
6,5,3,0,3,1,0,0
6,5,3,0,3,1,0,0
6,5,3,0,3,2,0,0
6,5,3,0,3,4,0,0
4,5,3,0,3,3,.2,0
6,5,3,0,3,1,0,0
4,5,3,0,3,3,.4,1
6,5,3,0,3,4,.3,0
4,5,3,0,3,1,.2,0
6,6,3,0,3,4,.1,0
4,5,3,0,3,8,.1,1
6,6,3,0,3,5,0,0
6,6,3,0,3,5,.2,1
6,5,3,0,3,4,.1,0
6,6,3,0,3,6,.1,0
6,5,3,0,3,1,0,0
6,5,3,0,3,1,1,1
6,6,3,0,3,3,.2,0
6,6,3,0,3,4,0,0
6,6,3,0,3,4,0,0
6,6,3,0,3,7,0,0
6,6,3,0,3,3,0,0
6,6,3,0,3,5,0,0
6,7,3,0,3,8,.2,1
6,6,3,0,3,2,0,0
6,6,3,0,3,3,.2,1
6,6,3,0,3,2,.3,0
4,6,3,0,3,25,.2,0
4,6,3,0,3,26,.2,0
4,6,3,0,3,25,.2,0
4,6,3,0,3,25,.2,0
4,6,3,0,3,24,.2,0
4,7,3,0,3,20,.3,0
4,6,3,0,3,22,.3,0
4,7,3,0,3,20,.2,0
4,6,3,0,3,22,.3,0
4,6,3,0,3,20,.2,0
4,2,3,0,3,21,.3,0
4,6,3,0,3,22,.3,0
4,7,3,0,3,21,.2,0
4,6,3,0,3,21,.2,0
4,7,3,0,3,23,.3,0
4,6,3,0,3,20,.3,0
4,7,3,0,3,25,.2,0
4,6,3,0,3,19,.3,0
4,7,3,0,3,26,.2,0
4,7,3,0,3,26,.2,0
4,6,3,0,3,30,.4,1
4,7,3,0,3,27,.2,0
4,6,3,0,3,29,.4,0
4,6,3,0,3,29,.4,1
4,7,3,0,3,27,.3,1
4,6,3,0,3,28,.3,0
4,7,3,0,3,28,.3,1
4,6,3,0,3,29,.3,0
4,6,3,0,3,28,.3,0
4,7,3,0,3,29,.3,0
4,7,3,0,3,30,.4,0
4,7,3,0,3,26,.2,0
4,7,3,0,3,30,.4,0
4,7,3,0,3,31,.4,0
4,2,3,0,3,27,.2,0
4,2,3,0,3,26,.2,0
4,2,3,0,3,24,.3,0
4,2,3,0,3,22,.2,0
4,7,3,0,3,23,.3,0
6,7,3,0,3,7,.3,1
6,7,3,0,3,7,.3,1
6,6,3,0,3,1,0,0
4,7,3,0,3,5,0,0
6,6,3,0,3,7,.1,0
6,6,3,0,3,2,0,0
6,7,3,0,3,7,.1,1
6,3,3,0,3,1,1,1
6,4,3,0,3,1,0,0
5,6,3,0,3,1,0,0
6,6,3,0,3,6,0,0
4,2,3,0,3,5,0,0
5,7,3,0,3,7,0,0
6,6,3,0,3,1,0,0
6,7,3,0,3,4,.3,1
6,7,3,0,3,6,.1,0
5,7,3,0,3,3,0,0
6,7,3,0,3,5,.3,0
6,7,3,0,3,2,.3,1
6,7,3,0,3,7,.2,1
6,6,3,0,3,2,.1,0
6,6,3,0,3,2,.2,0
5,6,3,0,3,4,.1,0
6,2,3,0,3,5,0,0
5,6,3,0,3,5,0,0
6,6,3,0,3,1,0,0
5,2,3,0,3,6,.2,0
6,3,3,0,3,7,0,0
4,6,3,0,3,2,.3,0
5,2,3,0,3,7,0,0
6,2,3,0,3,5,0,0
6,3,3,0,3,1,0,0
6,7,3,0,3,8,.2,0
4,7,3,0,3,31,.4,1
4,7,3,0,3,30,.3,1
4,7,3,0,3,31,.4,1
4,2,3,0,3,32,.4,0
6,7,3,0,3,8,.1,1
4,7,3,0,3,33,.4,0
4,7,3,0,3,1,.6,1
4,7,3,0,3,29,.3,1
4,2,3,0,3,27,.2,0
4,2,3,0,3,28,.2,0
4,2,3,0,3,27,.2,0
4,2,3,0,3,25,.3,0
4,2,3,0,3,23,.2,0
4,2,3,0,3,23,.3,0
4,2,3,0,3,22,.2,0
4,2,3,0,3,20,.3,1
5,3,3,0,3,1,0,0
6,3,3,0,3,1,.5,1
4,7,3,0,3,9,.1,1
6,2,3,0,3,2,0,0
6,3,3,0,3,1,0,0
6,2,3,0,3,1,0,0
6,3,3,0,3,1,.5,1
6,3,3,0,3,1,0,0
6,2,3,0,3,2,.7,1
6,3,3,0,3,1,.5,1
5,7,3,0,3,10,.4,0
6,3,3,0,3,1,.5,1
5,3,3,0,3,1,0,0
6,3,3,0,3,1,0,0
6,3,3,0,3,1,0,0
4,1,3,0,3,34,.4,0
4,1,3,0,3,32,.4,0
4,1,3,0,3,32,.4,0
4,1,3,0,3,31,.3,0
4,1,3,0,3,30,.3,0
4,1,3,0,3,30,.3,0
4,1,3,0,3,28,.2,0
4,1,3,0,3,28,.2,0
6,2,3,0,3,2,0,0
4,2,3,0,3,4,.4,0
6,2,3,0,3,3,.3,0
6,2,3,0,3,6,.1,1
4,1,3,0,3,27,.2,0
4,1,3,0,3,29,.2,0
4,1,3,0,3,28,.2,1
4,1,3,0,3,26,.3,1
4,1,3,0,3,24,.3,1
4,1,3,0,3,24,.2,0
4,1,3,0,3,24,.3,1
4,1,3,0,3,23,.2,0
6,2,3,0,3,5,0,0
4,1,3,0,3,21,.3,1
4,1,3,0,3,21,.3,0
6,3,3,0,3,5,.3,0
6,2,3,0,3,8,.3,1
4,2,3,0,3,6,0,0
6,2,3,0,3,4,.2,0
6,3,3,0,3,5,.1,0
6,2,3,0,3,1,.5,1
4,1,3,0,3,35,.4,1
4,1,3,0,3,33,.4,1
4,1,3,0,3,33,.4,0
4,1,3,0,3,32,.3,0
4,1,3,0,3,31,.3,0
4,1,3,0,3,31,.3,0
4,1,3,0,3,29,.2,0
4,1,3,0,3,29,.2,0
4,1,3,0,3,28,.2,0
4,1,3,0,3,30,.2,0
4,1,3,0,3,29,.2,0
4,1,3,0,3,27,.3,1
4,1,3,0,3,25,.3,0
4,1,3,0,3,25,.2,0
4,1,3,0,3,25,.3,1
4,2,3,0,3,24,.2,0
4,2,3,0,3,22,.3,0
4,2,3,0,3,22,.3,0
4,2,3,0,3,36,.4,0
4,2,3,0,3,34,.4,0
4,2,3,0,3,34,.4,0
4,2,3,0,3,33,.3,0
4,2,3,0,3,32,.3,0
4,2,3,0,3,32,.3,0
4,3,3,0,3,30,.2,0
4,2,3,0,3,30,.2,0
4,2,3,0,3,29,.2,0
4,3,3,0,3,31,.2,0
4,3,3,0,3,30,.2,0
4,3,3,0,3,28,.3,0
6,2,3,0,3,1,.5,1
6,2,3,0,3,3,0,0
6,2,3,0,3,5,.1,0
4,2,3,0,3,35,.4,0
4,3,3,0,3,36,.4,0
4,2,3,0,3,30,.2,0
4,3,3,0,3,31,.2,0
4,2,3,0,3,26,.3,0
4,2,3,0,3,34,.3,0
4,2,3,0,3,33,.3,0
4,2,3,0,3,33,.3,0
4,2,3,0,3,31,.2,0
4,2,3,0,3,31,.2,0
4,2,3,0,3,27,.3,0
4,2,3,0,3,23,.3,1
4,3,3,0,3,35,.3,0
4,3,3,0,3,34,.3,0
4,3,3,0,3,34,.3,0
4,3,3,0,3,32,.2,0
4,3,3,0,3,28,.3,0
4,3,3,0,3,26,.2,0
4,3,3,0,3,26,.3,0
4,3,3,0,3,24,.3,0
4,2,3,0,3,35,.4,0
4,3,3,0,3,36,.4,0
4,3,3,0,3,37,.4,0
6,3,3,0,3,1,0,0
5,2,3,0,3,5,.1,0
6,2,3,0,3,8,.3,0
6,2,3,0,3,6,0,0
6,2,3,0,3,5,0,0
6,2,3,0,3,4,0,0
4,2,3,0,3,4,.2,0
6,2,3,0,3,5,0,0
6,5,3,0,3,6,.3,0
6,2,3,0,3,7,.1,0
6,2,3,0,3,2,0,0
6,3,3,0,3,1,0,0
6,3,3,0,3,1,.5,0
6,2,3,0,3,3,0,0
6,2,3,0,3,2,0,0
6,2,3,0,3,4,.3,1
6,2,3,0,3,6,.4,0
6,3,3,0,3,1,0,0
6,3,3,0,3,6,.1,0
4,3,3,0,3,5,.4,0
6,3,3,0,3,8,.1,0
6,2,3,0,3,6,0,0
6,3,3,0,3,6,0,0
6,3,3,0,3,7,.1,0
6,3,3,0,3,7,.1,0
5,3,3,0,3,8,0,0
6,3,3,0,3,4,0,0
6,4,3,0,3,7,.1,0
6,3,3,0,3,9,.3,0
6,3,3,0,3,4,0,0
4,3,3,0,3,37,.4,0
4,4,3,0,3,38,.4,1
4,4,3,0,3,32,.2,1
4,3,3,0,3,23,.3,0
6,2,3,0,3,2,.5,0
3,4,3,0,3,4,.1,0
6,3,3,0,3,2,.5,0
6,5,3,0,3,2,1,1
6,3,3,0,3,2,0,0
6,3,3,0,3,2,0,0
6,3,3,0,3,2,.5,0
6,3,3,0,3,2,0,0
4,4,3,0,3,36,.3,1
4,4,3,0,3,35,.3,0
4,4,3,0,3,35,.3,1
4,4,3,0,3,32,.2,1
4,4,3,0,3,33,.2,1
4,4,3,0,3,32,.2,1
4,4,3,0,3,31,.2,1
4,4,3,0,3,29,.3,0
4,4,3,0,3,29,.3,1
4,4,3,0,3,27,.2,1
4,4,3,0,3,27,.3,1
4,4,3,0,3,25,.3,1
4,4,3,0,3,37,.3,1
4,4,3,0,3,36,.3,1
4,5,3,0,3,34,.2,0
4,3,3,0,3,37,.4,0
4,3,3,0,3,25,.2,1
4,3,3,0,3,38,.4,0
4,4,3,0,3,39,.4,1
6,3,3,0,3,8,0,0
6,3,3,0,3,6,0,0
6,3,3,0,3,9,.1,0
6,4,3,0,3,1,0,0
6,3,3,0,3,3,.2,0
6,3,3,0,3,1,0,0
6,3,3,0,3,1,0,0
4,3,3,0,3,1,0,0
6,3,3,0,3,3,0,0
6,3,3,0,3,1,0,0
6,3,3,0,3,2,.5,0
6,3,3,0,3,2,0,0
6,3,3,0,3,2,.5,0
6,3,3,0,3,2,0,0
4,4,3,0,3,39,.4,0
4,4,3,0,3,40,.4,0
4,4,3,0,3,33,.2,0
4,4,3,0,3,24,.3,0
4,4,3,0,3,25,.3,1
6,4,3,0,3,8,.1,0
6,3,3,0,3,9,.2,0
5,3,3,0,3,11,.4,0
6,4,3,0,3,5,0,0
6,4,3,0,3,3,.3,0
6,4,3,0,3,3,.1,0
6,4,3,0,3,8,.3,0
6,4,3,0,3,3,0,0
6,3,3,0,3,2,.5,0
6,4,3,0,3,6,0,0
4,4,3,0,3,38,.3,0
4,4,3,0,3,36,.3,0
4,4,3,0,3,33,.2,0
4,4,3,0,3,28,.2,0
4,4,3,0,3,30,.3,1
4,4,3,0,3,30,.3,0
4,4,3,0,3,28,.3,0
4,4,3,0,3,33,.2,0
4,4,3,0,3,37,.3,0
4,4,3,0,3,26,.3,0
4,4,3,0,3,32,.2,0
4,4,3,0,3,38,.4,0
4,4,3,0,3,39,.4,1
4,4,3,0,3,40,.4,1
4,4,3,0,3,40,.4,0
4,4,3,0,3,26,.2,0
4,4,3,0,3,41,.4,1
4,4,3,0,3,27,.2,0
6,4,3,0,3,1,.5,1
6,4,3,0,3,2,.5,1
5,4,3,0,3,8,0,0
4,4,3,0,3,7,0,0
6,4,3,0,3,8,.2,0
6,5,3,0,3,1,0,0
6,4,3,0,3,6,.3,0
6,4,3,0,3,3,0,0
6,5,3,0,3,1,0,0
6,4,3,0,3,1,.5,0
6,4,3,0,3,7,0,0
5,4,3,0,3,6,.1,0
4,5,3,0,3,6,0,0
6,5,3,0,3,6,0,0
4,5,3,0,3,6,.4,0
6,5,3,0,3,10,.1,0
6,4,3,0,3,7,0,0
6,5,3,0,3,7,0,0
4,5,3,0,3,10,.1,0
5,5,3,0,3,1,0,0
5,4,3,0,3,12,.4,1
6,5,3,0,3,2,0,0
6,5,3,0,3,2,0,0
6,5,3,0,3,2,0,0
4,5,3,0,3,42,.4,0
4,5,3,0,3,41,.4,0
4,5,3,0,3,41,.4,0
4,5,3,0,3,39,.3,0
4,5,3,0,3,40,.3,0
6,5,3,0,3,9,.3,0
6,5,3,0,3,3,.7,0
4,5,3,0,3,37,.3,1
4,5,3,0,3,38,.3,1
4,5,3,0,3,34,.2,0
4,5,3,0,3,34,.2,0
4,5,3,0,3,35,.2,0
4,5,3,0,3,29,.2,0
4,5,3,0,3,28,.2,0
4,5,3,0,3,30,.2,0
4,5,3,0,3,26,.3,0
4,5,3,0,3,43,.4,0
4,5,3,0,3,42,.4,0
4,5,3,0,3,42,.4,0
4,5,3,0,3,31,.3,1
4,5,3,0,3,31,.3,0
4,5,3,0,3,32,.3,1
4,5,3,0,3,35,.2,1
4,5,3,0,3,35,.2,0
4,5,3,0,3,29,.3,0
4,5,3,0,3,30,.3,1
4,5,3,0,3,29,.2,1
4,5,3,0,3,27,.3,1
4,5,3,0,3,44,.4,1
4,5,3,0,3,34,.2,0
4,5,3,0,3,35,.2,0
4,5,3,0,3,38,.3,0
4,5,3,0,3,39,.3,0
4,5,3,0,3,27,.3,0
4,5,3,0,3,28,.3,1
4,5,3,0,3,33,.2,0
4,5,3,0,3,34,.2,1
6,5,3,0,3,7,0,0
6,5,3,0,3,4,.2,1
4,5,3,0,3,2,0,0
6,5,3,0,3,7,0,0
6,5,3,0,3,4,0,0
6,5,3,0,3,5,.3,0
6,5,3,0,3,5,.3,0
2,4,3,1,1,1,0,0
2,3,3,1,1,1,0,0
3,3,3,1,1,1,0,0
2,3,3,1,1,1,0,0
4,3,3,1,1,1,.1,0
4,3,3,1,1,1,.1,0
4,3,3,1,1,1,0,0
1,3,3,1,1,1,0,0
2,3,3,1,1,1,.1,0
5,3,3,1,1,1,0,0
3,3,3,1,1,1,.1,0
3,3,3,1,1,1,0,0
2,3,3,1,1,1,.1,0
1,3,3,1,1,1,.1,0
4,3,3,1,1,1,0,0
4,3,3,1,1,1,.2,0
3,3,3,1,1,1,0,0
3,3,3,1,1,1,.4,1
3,3,3,1,1,2,.4,0
2,3,3,1,1,1,0,0
1,3,3,1,1,1,0,0
2,3,3,1,1,1,0,0
2,3,3,1,1,1,0,0
3,3,3,1,1,1,.1,0
4,3,3,1,1,1,.2,0
3,3,3,1,1,1,.1,0
4,3,3,1,1,1,.1,0
2,3,3,1,1,1,.3,0
4,3,3,1,1,1,.2,1
2,3,3,1,1,1,0,0
3,3,3,1,1,1,.1,0
3,3,3,1,1,1,0,0
3,3,3,1,1,1,.2,0
3,4,3,1,1,2,0,0
3,3,3,1,1,1,0,0
3,3,3,0,1,1,.1,0
3,3,3,0,1,5,0,0
3,3,3,0,1,1,0,0
3,3,3,0,1,1,.8,1
2,3,3,0,1,1,.2,0
3,3,3,0,1,1,0,0
2,3,3,0,1,1,0,0
3,3,3,0,1,1,.2,0
3,3,3,0,1,1,.3,1
2,3,3,0,1,1,0,0
3,3,3,0,1,1,.1,0
3,3,3,0,1,1,.2,0
3,3,3,0,1,1,0,0
3,3,3,0,1,1,.1,0
3,3,3,0,1,1,0,0
3,3,3,0,1,1,0,0
3,3,3,0,1,1,0,0
2,3,3,0,1,1,0,0
3,3,3,0,1,1,.1,0
3,3,3,0,1,1,0,0
3,3,3,0,1,1,.1,0
3,3,3,0,1,1,.1,0
3,3,3,0,1,1,.1,0
3,3,3,0,1,1,.2,0
3,3,3,0,1,1,.2,1
2,3,3,0,1,2,.3,1
3,3,3,0,1,1,.3,1
3,3,3,1,1,1,.2,0
2,3,3,1,1,1,.4,0
1,3,3,1,1,1,0,0
2,3,3,1,1,1,.1,0
2,3,3,0,1,2,.3,0
2,3,3,1,1,1,0,0
3,3,3,0,1,1,.3,0
2,3,3,0,1,1,.1,0
3,3,3,0,1,1,0,0
3,3,3,0,1,1,0,0
3,3,3,0,1,1,0,0
2,3,3,0,1,1,.4,0
3,3,3,0,1,1,0,0
3,3,3,0,1,1,.1,0
3,3,3,0,1,1,0,0
3,3,3,0,1,1,.1,0
2,3,3,1,1,1,.1,0
1,3,3,1,1,1,0,0
1,3,3,1,1,1,0,0
1,3,3,0,1,1,.4,0
3,3,3,1,1,1,.1,0
2,4,3,1,1,1,0,0
1,3,3,1,1,1,1,1
3,4,3,1,1,1,0,0
3,3,3,1,1,1,0,0
3,3,3,0,1,1,.2,1
3,4,3,1,1,1,0,0
4,4,3,1,1,2,0,0
3,3,3,1,1,1,0,0
3,4,3,1,1,1,.2,0
1,3,3,1,1,1,0,0
1,4,3,1,1,1,0,0
1,4,3,1,1,1,0,0
4,3,3,1,1,1,.1,0
3,4,3,1,1,3,.4,1
3,4,3,1,1,4,.4,1
3,3,3,1,1,1,0,0
1,4,3,1,1,1,0,0
2,3,3,1,1,1,.1,0
2,3,3,1,1,1,.3,0
1,3,3,1,1,1,.4,1
5,3,3,1,1,2,0,0
5,4,3,1,1,3,0,0
2,3,3,1,1,2,.3,0
3,3,3,1,1,1,.2,0
3,3,3,1,1,1,.9,1
1,3,3,1,1,1,0,0
3,3,3,1,1,1,.2,0
2,3,3,1,1,2,.1,0
2,4,3,1,1,1,0,0
4,4,3,1,1,1,.5,0
4,4,3,1,1,2,.1,0
2,4,3,1,1,2,0,0
1,3,3,1,1,1,0,0
2,4,3,1,1,1,0,0
3,4,3,1,1,1,.2,0
4,4,3,1,1,1,0,0
3,3,3,0,1,1,.1,0
3,4,3,1,1,1,.2,1
3,4,3,1,1,1,0,0
3,4,3,1,1,2,0,0
3,4,3,1,1,1,0,0
2,4,3,1,1,2,.1,0
2,5,3,1,1,2,0,0
2,6,3,1,1,3,0,0
4,4,3,1,1,1,.2,1
2,4,3,1,1,1,.3,1
3,4,3,1,1,2,.2,0
3,4,3,1,1,2,0,0
4,4,3,1,1,1,0,0
3,4,3,1,1,2,.1,0
4,4,3,1,1,1,.4,1
3,4,3,1,1,1,.2,1
4,4,3,1,1,2,.1,0
2,4,3,1,1,1,.1,0
3,4,3,1,1,1,.1,0
4,4,3,1,1,1,0,0
3,4,3,1,1,1,.1,0
1,4,3,1,1,1,.2,0
3,4,3,1,1,1,.1,0
4,4,3,1,1,1,0,0
3,4,3,0,1,1,.3,0
2,4,3,0,1,1,0,0
3,4,3,1,1,3,.4,0
3,4,3,0,1,2,.1,0
1,4,3,0,1,1,.2,0
2,4,3,0,1,1,.2,0
3,4,3,0,1,2,0,0
3,4,3,0,1,2,0,0
2,4,3,0,1,1,.4,0
3,4,3,0,1,1,.3,0
3,4,3,0,1,2,0,0
2,4,3,0,1,2,.2,0
2,4,3,0,1,1,.3,1
3,4,3,0,1,3,0,0
3,4,3,0,1,2,.1,0
3,4,3,0,1,2,.2,0
3,4,3,0,1,2,.1,0
2,4,3,0,1,1,.6,0
3,4,3,0,1,2,.2,0
3,4,3,0,1,2,.2,0
2,4,3,0,1,1,.3,0
3,4,3,0,1,2,.1,0
2,4,3,0,1,3,.3,0
2,4,3,0,1,3,.3,0
2,4,3,0,1,2,0,0
3,4,3,0,1,2,0,0
2,4,3,1,1,3,.3,1
3,4,3,0,1,2,0,0
1,4,3,1,1,1,.3,0
3,4,3,0,1,2,0,0
3,4,3,0,1,1,0,0
2,4,3,0,1,2,.4,1
3,4,3,0,1,2,0,0
3,4,3,1,1,1,.1,0
3,4,3,0,1,1,.1,0
2,4,3,1,1,2,.1,0
3,4,3,1,1,1,.2,0
3,4,3,1,1,1,.1,0
3,4,3,1,1,2,.1,1
2,4,3,1,1,3,.1,0
1,4,3,1,1,1,.1,1
4,4,3,1,1,1,0,0
3,4,3,1,1,2,0,0
3,5,3,1,1,2,.1,0
2,5,3,1,1,2,0,0
4,4,3,1,1,1,0,0
3,4,3,1,1,1,.2,0
1,4,3,1,1,2,0,0
4,5,3,1,1,2,.5,0
2,4,3,1,1,4,.3,1
2,4,3,0,1,2,.2,1
1,5,3,1,1,2,0,0
1,4,3,1,1,1,.3,0
2,5,3,1,1,2,.1,0
1,5,3,1,1,2,0,0
3,5,3,1,1,5,.4,0
3,5,3,1,1,6,.4,0
3,5,3,1,1,1,0,0
4,5,3,1,1,3,0,0
4,5,3,1,1,3,0,0
2,5,3,1,1,2,.4,0
4,5,3,1,1,1,0,0
3,5,3,1,1,2,0,0
4,5,3,1,1,1,.1,0
3,5,3,1,1,3,0,0
3,5,3,1,1,2,0,0
3,4,3,1,1,2,.9,0
3,5,3,1,1,3,0,0
6,4,3,1,1,1,0,0
4,5,3,1,1,3,.1,0
3,5,3,1,1,1,0,0
3,5,3,1,1,1,0,0
3,5,3,1,1,1,.1,0
2,5,3,1,1,1,0,0
2,5,3,1,1,2,0,0
3,5,3,1,1,1,0,0
3,5,3,1,1,3,0,0
4,5,3,1,1,1,0,0
2,5,3,1,1,1,0,0
2,5,3,1,1,2,0,0
2,5,3,1,1,2,0,0
4,5,3,1,1,2,.4,0
4,5,3,1,1,3,.1,0
3,5,3,1,1,2,.2,0
2,5,3,1,1,3,.1,0
3,5,3,1,1,2,.2,0
3,5,3,1,1,3,.1,0
2,5,3,1,1,1,0,0
2,5,3,1,1,3,.1,0
4,5,3,1,1,2,.1,0
3,4,3,1,1,2,.2,1
3,4,3,1,1,1,.2,1
3,4,3,1,1,3,.2,1
3,4,3,1,1,2,.2,1
2,5,3,1,1,1,.1,0
3,5,3,1,1,2,.2,0
4,5,3,1,1,2,0,0
3,6,3,1,1,5,0,0
3,7,3,1,1,4,0,0
3,7,3,1,1,1,.3,0
3,7,3,1,1,6,0,0
3,5,3,0,1,1,0,0
3,5,3,0,1,2,.1,1
3,5,3,0,1,3,0,0
3,5,3,0,1,3,.1,0
2,5,3,0,1,2,0,0
3,5,3,0,1,4,0,0
2,5,3,0,1,4,.3,0
2,5,3,1,1,1,0,0
3,5,3,1,1,2,.1,0
2,5,3,0,1,2,.4,0
3,5,3,0,1,2,0,0
3,5,3,0,1,1,0,0
3,5,3,0,1,5,0,0
3,5,3,0,1,2,0,0
3,5,3,0,1,2,.8,1
2,5,3,0,1,4,.3,0
3,5,3,0,1,3,.1,0
2,5,3,1,1,2,.1,0
2,5,3,0,1,2,0,0
2,5,3,0,1,3,0,0
2,5,3,0,1,3,0,0
3,5,3,0,1,6,0,0
3,5,3,0,1,3,.2,0
3,5,3,0,1,2,0,0
3,5,3,0,1,4,.2,0
3,5,3,0,1,2,.2,0
3,5,3,0,1,1,.2,0
3,5,3,0,1,1,0,0
3,5,3,0,1,5,.1,1
3,5,3,0,1,2,0,0
2,5,3,1,1,4,.1,0
3,5,3,0,1,3,0,0
3,5,3,0,1,3,.3,1
3,5,3,0,1,2,.7,1
3,5,3,0,1,2,.1,0
2,5,3,1,1,5,.1,0
3,5,3,1,1,1,.2,0
2,5,3,1,1,1,.3,1
3,5,3,1,1,3,.1,0
3,5,3,1,1,2,.2,1
2,5,3,0,1,3,.2,1
3,5,3,1,1,2,0,0
3,6,3,1,1,2,0,0
4,6,3,1,1,4,.1,1
3,5,3,1,1,2,0,0
3,6,3,1,1,2,.2,0
3,5,3,0,1,3,.2,0
2,5,3,0,1,2,0,0
2,6,3,1,1,2,0,0
3,5,3,0,1,2,.1,0
1,6,3,1,1,2,0,0
1,5,3,1,1,2,.4,0
3,6,3,1,1,2,.1,0
3,6,3,1,1,2,.1,0
3,6,3,1,1,2,0,0
1,5,3,1,1,2,0,0
3,6,3,1,1,3,0,0
3,6,3,1,1,3,.2,0
4,5,3,1,1,2,.1,0
3,6,3,1,1,7,.4,0
3,6,3,1,1,8,.4,0
3,5,3,1,1,2,0,0
3,6,3,1,1,7,.2,0
3,6,3,1,1,4,.1,0
1,6,3,1,1,3,0,0
3,5,3,1,1,1,.7,0
3,6,3,1,1,4,0,0
3,5,3,1,1,3,.9,1
3,5,3,1,1,1,.5,0
3,6,3,1,1,3,0,0
3,6,3,1,1,2,0,0
3,6,3,1,1,3,0,0
3,5,3,1,1,2,.1,0
3,5,3,1,1,4,.2,0
2,5,3,0,1,2,.3,0
3,5,3,0,1,4,0,0
2,5,3,1,1,3,.1,1
4,5,3,1,1,1,.5,1
2,7,3,1,1,3,.1,0
2,5,3,1,1,2,.3,0
2,6,3,1,1,4,.1,0
2,6,3,1,1,2,.1,0
2,6,3,1,1,3,0,0
4,6,3,1,1,1,.2,0
1,6,3,1,1,2,0,0
2,6,3,1,1,2,.1,0
1,5,3,1,1,1,.3,0
3,6,3,1,1,3,.2,0
4,6,3,1,1,2,0,0
6,6,3,1,1,2,0,0
1,5,3,1,1,3,0,0
3,6,3,1,1,1,0,0
1,5,3,0,1,2,.2,0
2,6,3,1,1,3,0,0
2,6,3,1,1,2,0,0
3,5,3,1,1,3,.2,0
2,5,3,1,1,1,0,0
4,6,3,1,1,4,.1,1
2,7,3,1,1,2,0,0
2,6,3,1,1,2,0,0
4,6,3,1,1,3,.4,0
4,5,3,1,1,1,.1,0
2,7,3,1,1,3,0,0
3,6,3,1,1,4,0,0
3,6,3,1,1,3,.1,0
2,6,3,1,1,4,.1,0
4,6,3,1,1,3,.1,0
3,6,3,1,1,2,.1,0
4,6,3,1,1,2,0,0
3,6,3,1,1,1,.2,0
3,2,3,1,1,5,0,0
3,2,3,1,1,7,0,0
3,6,3,0,1,2,.1,0
3,6,3,0,1,4,.1,0
3,6,3,0,1,6,0,0
3,6,3,0,1,3,.1,0
2,6,3,0,1,4,0,0
3,6,3,0,1,4,0,0
2,6,3,0,1,2,.6,1
2,6,3,0,1,2,0,0
3,6,3,0,1,5,.1,0
3,6,3,0,1,5,0,0
3,6,3,0,1,1,.1,0
2,6,3,0,1,3,0,0
2,6,3,0,1,4,.2,0
3,6,3,0,1,2,.3,0
3,6,3,0,1,3,.2,0
2,6,3,0,1,2,.6,1
3,6,3,0,1,2,0,0
3,6,3,0,1,3,0,0
3,6,3,0,1,3,.2,0
